Node,StartUpDelay,AvgDownloadRate,StdDownloadRate,AvgBufferLevel,StdBufferLevel,StallEvents,RebufferingRatio,StallLabel,TotalStallingTime,AvgTimeStallingEvents,AvgVideoBitRate,AvgVideoQualityVariation,RSDVideoBitRate,AvgDownloadBitRate,Tinit,Frebuf,Trebuf,MOS
85,4510,1.16965e+06,280727,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16965e+06,2,1,1,3.2476
86,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
87,4512,1.17147e+06,311002,5.42857,1.39971,0,0,NoStalling,0,0,999.929,91.84,36.0081,1.17147e+06,2,1,1,3.2476
88,4510,1.16991e+06,280836,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16991e+06,2,1,1,3.2476
89,4559,1.04028e+06,266278,4.14286,1.05946,0,0,NoStalling,0,0,920.964,51.64,35.9018,1.04028e+06,2,1,1,3.2476
90,4510,1.19745e+06,300582,4,0.92582,0,0,NoStalling,0,0,1061.07,64.96,34.4812,1.19745e+06,2,1,1,3.2476
91,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
92,4510,1.16794e+06,280621,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16794e+06,2,1,1,3.2476
93,4510,1.16984e+06,280733,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16984e+06,2,1,1,3.2476
94,4526,1.10265e+06,301905,5.35714,1.51691,0,0,NoStalling,0,0,935.25,118.52,37.0316,1.10265e+06,2,1,1,3.2476
95,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
96,4510,1.09752e+06,271514,4.57143,1.29363,0,0,NoStalling,0,0,961.143,102,34.8072,1.09752e+06,2,1,1,3.2476
97,4517,1.16991e+06,280748,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16991e+06,2,1,1,3.2476
98,4552,973771,229797,4.42857,1.23718,0,0,NoStalling,0,0,858.893,34.2,34.4635,973771,2,1,1,3.2476
99,4552,1.12127e+06,287195,4.57143,1.29363,0,0,NoStalling,0,0,999.036,42.92,36.5092,1.12127e+06,2,1,1,3.2476
100,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
101,4510,1.04634e+06,263259,4.14286,1.05946,0,0,NoStalling,0,0,922.714,67.12,35.3891,1.04634e+06,2,1,1,3.2476
102,4552,972081,229122,4.35714,1.20161,0,0,NoStalling,0,0,858.893,34.2,34.4635,972081,2,1,1,3.2476
103,3510,1.25201e+06,31511.2,0.827586,0.985025,0,0,NoStalling,0,0,1128.76,15.9259,20.6315,1.25201e+06,2,1,1,3.2476
104,4552,1.02822e+06,254163,5.57143,1.63507,0,0,NoStalling,0,0,874.464,51.64,35.1734,1.02822e+06,2,1,1,3.2476
105,4510,1.16993e+06,280768,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
106,3512,1.07531e+06,80281.3,0.689655,0.950624,0,0,NoStalling,0,0,955.862,24,20.2312,1.07531e+06,2,1,1,3.2476
107,4552,972081,229122,4.35714,1.20161,0,0,NoStalling,0,0,858.893,34.2,34.4635,972081,2,1,1,3.2476
108,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
109,4527,1.11695e+06,297750,4.78571,1.34582,0,0,NoStalling,0,0,974.821,119.96,36.6617,1.11695e+06,2,1,1,3.2476
110,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
111,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
112,4524,1.11512e+06,285936,4.28571,1.27775,0,0,NoStalling,0,0,984.929,92.8,35.7589,1.11512e+06,2,1,1,3.2476
113,4510,1.13471e+06,276137,4,1.06904,0,0,NoStalling,0,0,1007.86,93.28,34.6379,1.13471e+06,2,1,1,3.2476
114,4553,972081,229122,4.35714,1.20161,0,0,NoStalling,0,0,858.893,34.2,34.4635,972081,2,1,1,3.2476
115,4517,1035107,258230,3.85714,0.742307,0,0,NoStalling,0,0,914.429,49.68,34.1658,1035107,2,1,1,3.2476
116,4531,1.0031e+06,241159,4.35714,1.20161,0,0,NoStalling,0,0,875.5,32.24,32.7764,1.0031e+06,2,1,1,3.2476
117,4552,972081,229122,4.35714,1.20161,0,0,NoStalling,0,0,858.893,34.2,34.4635,972081,2,1,1,3.2476
118,4519,1.92905e+06,577874,11.8571,4.86764,0,0,NoStalling,0,0,1330.21,88.96,40.6048,1.92905e+06,2,1,1,3.2476
119,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
120,4552,1.06867e+06,266203,5.85714,1.92195,0,0,NoStalling,0,0,897.607,69.08,35.377,1.06867e+06,2,1,1,3.2476
121,4519,1.16242e+06,330991,4.85714,1.45686,0,0,NoStalling,0,0,983.429,125.28,36.1576,1.16242e+06,2,1,1,3.2476
122,4517,1.12336e+06,273786,4.64286,1.41961,0,0,NoStalling,0,0,969.429,49.68,35.7585,1.12336e+06,2,1,1,3.2476
123,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
124,4510,1.16991e+06,280750,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16991e+06,2,1,1,3.2476
125,4517,1.08682e+06,262822,5.28571,1.8681,0,0,NoStalling,0,0,914.429,49.68,34.1658,1.08682e+06,2,1,1,3.2476
126,4517,1.13692e+06,277267,5.35714,1.31514,0,0,NoStalling,0,0,976.714,40.96,34.8292,1.13692e+06,2,1,1,3.2476
127,4510,1.16978e+06,280724,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16978e+06,2,1,1,3.2476
128,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
129,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
130,4511,1.16988e+06,280745,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16988e+06,2,1,1,3.2476
131,4510,1.14847e+06,287815,3.85714,0.742307,0,0,NoStalling,0,0,1015.64,58.4,34.5462,1.14847e+06,2,1,1,3.2476
132,4518,1.0799e+06,271277,5,1.36277,0,0,NoStalling,0,0,922.214,84.56,34.3408,1.0799e+06,2,1,1,3.2476
133,4552,1.05627e+06,272507,4.35714,1.20161,0,0,NoStalling,0,0,936.75,51.64,36.6238,1.05627e+06,2,1,1,3.2476
134,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
135,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
136,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
137,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
138,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
139,4552,1.09676e+06,275714,5.42857,1.59079,0,0,NoStalling,0,0,936.536,51.64,36.1115,1.09676e+06,2,1,1,3.2476
140,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
141,4517,1.13984e+06,281316,3.85714,0.742307,0,0,NoStalling,0,0,1023.43,49.68,34.4378,1.13984e+06,2,1,1,3.2476
142,4547,1.109e+06,288288,3.78571,0.817537,0,0,NoStalling,0,0,983.464,86.04,36.6517,1.109e+06,2,1,1,3.2476
143,4518,1.07227e+06,273352,5.21429,1.79994,0,0,NoStalling,0,0,897.607,86.52,35.377,1.07227e+06,2,1,1,3.2476
144,4510,1.16989e+06,280747,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16989e+06,2,1,1,3.2476
145,4517,1.09049e+06,261696,6.5,2.42752,0,0,NoStalling,0,0,891.571,67.12,34.6026,1.09049e+06,2,1,1,3.2476
146,4525,1.0321e+06,254193,5.07143,1.3609,0,0,NoStalling,0,0,883.786,67.12,34.322,1.0321e+06,2,1,1,3.2476
147,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
148,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
149,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
150,4524,1.0031e+06,241159,4.35714,1.20161,0,0,NoStalling,0,0,875.5,32.24,32.7764,1.0031e+06,2,1,1,3.2476
151,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
152,4552,1.02593e+06,257337,5.28571,1.33248,0,0,NoStalling,0,0,882.036,51.64,34.8652,1.02593e+06,2,1,1,3.2476
153,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
154,4528,2.07349e+06,647859,7.35714,2.00382,0,0,NoStalling,0,0,1737.21,200.96,42.6067,2.07349e+06,2,1,1,3.2476
155,4510,1.16946e+06,280648,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16946e+06,2,1,1,3.2476
156,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
157,4552,992745,242297,4.71429,1.33248,0,0,NoStalling,0,0,866.464,34.2,34.2017,992745,2,1,1,3.2476
158,4524,1.003e+06,239008,4.42857,1.34771,0,0,NoStalling,0,0,875.5,32.24,32.7764,1.003e+06,2,1,1,3.2476
159,3510,1.25135e+06,29916.8,0.827586,0.985025,0,0,NoStalling,0,0,1128.76,15.9259,20.6315,1.25135e+06,2,1,1,3.2476
160,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
161,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
162,4552,1.12649e+06,292154,5.35714,1.31514,0,0,NoStalling,0,0,982.607,137.4,36.6193,1.12649e+06,2,1,1,3.2476
163,4552,973739,229790,4.42857,1.23718,0,0,NoStalling,0,0,858.893,34.2,34.4635,973739,2,1,1,3.2476
164,4510,1.13973e+06,281353,3.85714,0.742307,0,0,NoStalling,0,0,1023.43,49.68,34.4378,1.13973e+06,2,1,1,3.2476
165,4517,1.05621e+06,248502,5.71429,1.97949,0,0,NoStalling,0,0,875.5,32.24,32.7764,1.05621e+06,2,1,1,3.2476
166,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
167,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
168,4510,1.16998e+06,280891,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16998e+06,2,1,1,3.2476
169,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
170,4517,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
171,4517,1.05322e+06,247395,5.57143,2.02535,0,0,NoStalling,0,0,875.5,32.24,32.7764,1.05322e+06,2,1,1,3.2476
172,4553,1.09819e+06,282250,5.85714,1.92195,0,0,NoStalling,0,0,899.357,84.56,34.8475,1.09819e+06,2,1,1,3.2476
173,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
174,4552,990547,237904,5.14286,1.35526,0,0,NoStalling,0,0,858.893,34.2,34.4635,990547,2,1,1,3.2476
175,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
176,4514,1.12093e+06,278878,4.5,1.26773,0,0,NoStalling,0,0,984.5,119.44,34.8094,1.12093e+06,2,1,1,3.2476
177,4510,1.16978e+06,280729,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16978e+06,2,1,1,3.2476
178,4510,1.16974e+06,280950,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16974e+06,2,1,1,3.2476
179,4510,1.15905e+06,287445,3.92857,0.84213,0,0,NoStalling,0,0,1037.75,42.92,35.4583,1.15905e+06,2,1,1,3.2476
180,4552,1.04698e+06,271131,4.07143,0.997446,0,0,NoStalling,0,0,928.75,51.64,36.0196,1.04698e+06,2,1,1,3.2476
181,4510,1.16996e+06,280964,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16996e+06,2,1,1,3.2476
182,4552,973595,229645,4.42857,1.23718,0,0,NoStalling,0,0,858.893,34.2,34.4635,973595,2,1,1,3.2476
183,4510,1.14153e+06,284564,3.85714,0.742307,0,0,NoStalling,0,0,1023.43,84.56,34.4378,1.14153e+06,2,1,1,3.2476
184,4511,1.10271e+06,297275,3.71429,0.880631,0,0,NoStalling,0,0,961.571,92.8,35.8063,1.10271e+06,2,1,1,3.2476
185,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
186,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
187,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
188,4511,1.14123e+06,276536,5.14286,1.35526,0,0,NoStalling,0,0,1000.07,58.4,34.7131,1.14123e+06,2,1,1,3.2476
189,4510,1.16976e+06,280695,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16976e+06,2,1,1,3.2476
190,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
191,4510,1.08716e+06,265639,4.71429,1.33248,0,0,NoStalling,0,0,930,49.68,34.4864,1.08716e+06,2,1,1,3.2476
192,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
193,4510,1.18681e+06,289899,4,0.92582,0,0,NoStalling,0,0,1053.93,56.96,34.2626,1.18681e+06,2,1,1,3.2476
194,4510,1.17153e+06,281340,3.85714,0.742307,0,0,NoStalling,0,0,1054.57,40.96,33.8538,1.17153e+06,2,1,1,3.2476
195,4522,1.95815e+06,629074,10,3.4641,0,0,NoStalling,0,0,1490.79,152.96,45.4648,1.95815e+06,2,1,1,3.2476
196,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
197,4510,1.17164e+06,281402,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.17164e+06,2,1,1,3.2476
198,4511,1.16986e+06,280733,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16986e+06,2,1,1,3.2476
